experiment,environment,env_label,aggregator,agg_label,attack,seed,n_clients,n_byzantine,byz_fraction,reward_mean,reward_std,eval_return_mean,eval_return_std,comm_cost,time_per_round,convergence_round,trust_tpr,trust_fpr,trust_mean_honest,trust_mean_byzantine
simple_tag_v3_foolsgold_hist_sign_flip_n6_b3_r200_s456,simple_tag_v3,Tag,foolsgold_hist,FoolsGold*,sign_flip,456,6,3,0.5,0.15234375,0.039273518572540814,3.0,1.224744871391589,0.703458994100245,1.932468867301941,0.0,,,,
simple_tag_v3_foolsgold_hist_sign_flip_n6_b3_r200_s789,simple_tag_v3,Tag,foolsgold_hist,FoolsGold*,sign_flip,789,6,3,0.5,0.13313802083333331,0.03452516374609798,5.0,3.082207001484488,0.9427384622135694,1.937539541721344,0.0,,,,
simple_tag_v3_foolsgold_none_n6_b0_r200_s1024,simple_tag_v3,Tag,foolsgold,FoolsGold,none,1024,6,0,0.0,0.19287109375,0.04070800387543004,4.0,2.5495097567963922,0.8413029973450318,1.923147404193878,25.0,,,,
simple_tag_v3_foolsgold_none_n6_b0_r200_s123,simple_tag_v3,Tag,foolsgold,FoolsGold,none,123,6,0,0.0,0.18717447916666666,0.033946376325869485,5.0,2.1213203435596424,0.7358841743954897,6.3898732423782345,15.0,,,,
simple_tag_v3_foolsgold_none_n6_b0_r200_s42,simple_tag_v3,Tag,foolsgold,FoolsGold,none,42,6,0,0.0,0.18701171875,0.030683252548672272,5.0,2.5495097567963922,0.774095610995597,6.404712498188019,0.0,,,,
simple_tag_v3_foolsgold_none_n6_b0_r200_s456,simple_tag_v3,Tag,foolsgold,FoolsGold,none,456,6,0,0.0,0.17626953125000003,0.03645651676556987,9.25,3.897114317029974,0.7957571727572452,1.9216671228408813,65.0,,,,
simple_tag_v3_foolsgold_none_n6_b0_r200_s789,simple_tag_v3,Tag,foolsgold,FoolsGold,none,789,6,0,0.0,0.17317708333333331,0.027536830706453908,5.5,2.692582403567252,0.7730115682851639,1.9306480288505554,5.0,,,,
simple_tag_v3_foolsgold_normalized_n6_b3_r200_s1024,simple_tag_v3,Tag,foolsgold,FoolsGold,normalized,1024,6,3,0.5,0.17513020833333331,0.03647576778081104,6.0,2.5495097567963922,0.7125525150071103,1.905509889125824,55.0,,,,
simple_tag_v3_foolsgold_normalized_n6_b3_r200_s123,simple_tag_v3,Tag,foolsgold,FoolsGold,normalized,123,6,3,0.5,0.18473307291666669,0.03175914111505185,8.0,2.23606797749979,0.6417136006399886,6.39055027961731,10.0,,,,
simple_tag_v3_foolsgold_normalized_n6_b3_r200_s42,simple_tag_v3,Tag,foolsgold,FoolsGold,normalized,42,6,3,0.5,0.16552734375000003,0.034760305924049134,5.0,4.06201920231798,0.7201584571988644,6.416190195083618,15.0,,,,
simple_tag_v3_foolsgold_normalized_n6_b3_r200_s456,simple_tag_v3,Tag,foolsgold,FoolsGold,normalized,456,6,3,0.5,0.1982421875,0.04222872254599651,6.5,3.5,0.6507294922448736,1.9249342441558839,30.0,,,,
simple_tag_v3_foolsgold_normalized_n6_b3_r200_s789,simple_tag_v3,Tag,foolsgold,FoolsGold,normalized,789,6,3,0.5,0.17057291666666666,0.031851178079160304,1.0,1.0,0.6383548631203346,1.9576359748840333,0.0,,,,
simple_tag_v3_foolsgold_sign_flip_n6_b1_r200_s1024,simple_tag_v3,Tag,foolsgold,FoolsGold,sign_flip,1024,6,1,0.16666666666666666,0.13997395833333334,0.03324458706168434,2.25,1.299038105676658,0.9441155245642747,1.9392324805259704,5.0,,,,
simple_tag_v3_foolsgold_sign_flip_n6_b1_r200_s123,simple_tag_v3,Tag,foolsgold,FoolsGold,sign_flip,123,6,1,0.16666666666666666,0.16796875000000003,0.05276450720918983,6.75,3.897114317029974,0.808132322512629,6.403973567485809,10.0,,,,
simple_tag_v3_foolsgold_sign_flip_n6_b1_r200_s42,simple_tag_v3,Tag,foolsgold,FoolsGold,sign_flip,42,6,1,0.16666666666666666,0.1591796875,0.04303651340749935,2.25,1.299038105676658,0.8648362027021819,6.4200692772865295,10.0,,,,
simple_tag_v3_foolsgold_sign_flip_n6_b1_r200_s456,simple_tag_v3,Tag,foolsgold,FoolsGold,sign_flip,456,6,1,0.16666666666666666,0.166015625,0.0407746517451087,9.25,2.0463381929681126,0.8941796806001024,1.9008540630340576,0.0,,,,
simple_tag_v3_foolsgold_sign_flip_n6_b1_r200_s789,simple_tag_v3,Tag,foolsgold,FoolsGold,sign_flip,789,6,1,0.16666666666666666,0.16357421874999997,0.030810766123592598,6.25,4.02336923485777,0.8270401675641332,1.9115944981575013,35.0,,,,
simple_tag_v3_foolsgold_sign_flip_n6_b3_r200_s1024,simple_tag_v3,Tag,foolsgold,FoolsGold,sign_flip,1024,6,3,0.5,0.14664713541666666,0.03936615644442473,1.5,2.598076211353316,1.0767116056935375,1.9078927040100098,0.0,,,,
simple_tag_v3_foolsgold_sign_flip_n6_b3_r200_s123,simple_tag_v3,Tag,foolsgold,FoolsGold,sign_flip,123,6,3,0.5,0.15527343750000003,0.033626475399884094,8.0,3.082207001484488,1.0008919993551744,6.390920615196228,10.0,,,,
simple_tag_v3_foolsgold_sign_flip_n6_b3_r200_s42,simple_tag_v3,Tag,foolsgold,FoolsGold,sign_flip,42,6,3,0.5,0.14534505208333331,0.03860236534641367,2.5,2.598076211353316,0.8533057609486436,6.423911666870117,5.0,,,,
simple_tag_v3_foolsgold_sign_flip_n6_b3_r200_s456,simple_tag_v3,Tag,foolsgold,FoolsGold,sign_flip,456,6,3,0.5,0.15364583333333334,0.030233158127607566,4.0,4.0,0.7636170906716975,1.9104773283004761,5.0,,,,
simple_tag_v3_foolsgold_sign_flip_n6_b3_r200_s789,simple_tag_v3,Tag,foolsgold,FoolsGold,sign_flip,789,6,3,0.5,0.14290364583333334,0.0343096487578074,5.25,2.0463381929681126,0.8021717324276609,1.9362427592277527,0.0,,,,
simple_tag_v3_geometric_median_adaptive_strategic_n6_b3_r200_s1024,simple_tag_v3,Tag,geometric_median,GeoMedian,adaptive_strategic,1024,6,3,0.5,0.1241861979166667,0.032540281063575746,1.75,2.0463381929681126,1.1406270521610582,1.9412292957305908,15.0,,,,
simple_tag_v3_geometric_median_adaptive_strategic_n6_b3_r200_s123,simple_tag_v3,Tag,geometric_median,GeoMedian,adaptive_strategic,123,6,3,0.5,0.13753255208333331,0.03911502274064523,2.75,1.6393596310755,1.0490611455938519,4.72739599943161,0.0,,,,
simple_tag_v3_geometric_median_adaptive_strategic_n6_b3_r200_s42,simple_tag_v3,Tag,geometric_median,GeoMedian,adaptive_strategic,42,6,3,0.5,0.13444010416666669,0.03598588275791985,4.5,4.031128874149275,1.2768206673533833,4.696716153621674,20.0,,,,
simple_tag_v3_geometric_median_adaptive_strategic_n6_b3_r200_s456,simple_tag_v3,Tag,geometric_median,GeoMedian,adaptive_strategic,456,6,3,0.5,0.14729817708333331,0.03272860666140331,1.0,1.224744871391589,1.2240299373199888,1.921810781955719,10.0,,,,
simple_tag_v3_geometric_median_adaptive_strategic_n6_b3_r200_s789,simple_tag_v3,Tag,geometric_median,GeoMedian,adaptive_strategic,789,6,3,0.5,0.15055338541666669,0.03695593448897552,0.75,0.82915619758885,1.180920877318833,1.9254444241523743,0.0,,,,
simple_tag_v3_geometric_median_none_n6_b0_r200_s1024,simple_tag_v3,Tag,geometric_median,GeoMedian,none,1024,6,0,0.0,0.1953125,0.04431150475517092,7.25,3.960744879438715,0.8230076208833681,1.9309614300727844,65.0,,,,
simple_tag_v3_geometric_median_none_n6_b0_r200_s123,simple_tag_v3,Tag,geometric_median,GeoMedian,none,123,6,0,0.0,0.20719401041666666,0.03868462794333223,8.25,2.5860201081971503,0.7035071124370355,4.750901210308075,110.0,,,,
simple_tag_v3_geometric_median_none_n6_b0_r200_s42,simple_tag_v3,Tag,geometric_median,GeoMedian,none,42,6,0,0.0,0.17675781249999997,0.04012102045413122,10.75,3.112474899497183,0.769094292459737,4.683970928192139,100.0,,,,
simple_tag_v3_geometric_median_none_n6_b0_r200_s456,simple_tag_v3,Tag,geometric_median,GeoMedian,none,456,6,0,0.0,0.19075520833333331,0.04449525683552545,8.25,2.8613807855648994,0.782357469056806,1.885605263710022,0.0,,,,
simple_tag_v3_geometric_median_none_n6_b0_r200_s789,simple_tag_v3,Tag,geometric_median,GeoMedian,none,789,6,0,0.0,0.16731770833333334,0.03989987876574105,8.25,3.5619517121937516,0.738127182298747,1.9149125933647155,30.0,,,,
simple_tag_v3_geometric_median_normalized_n6_b3_r200_s1024,simple_tag_v3,Tag,geometric_median,GeoMedian,normalized,1024,6,3,0.5,0.13867187499999997,0.031917645551446036,4.25,2.8613807855648994,1.5201625474772347,1.902698016166687,0.0,,,,
simple_tag_v3_geometric_median_normalized_n6_b3_r200_s123,simple_tag_v3,Tag,geometric_median,GeoMedian,normalized,123,6,3,0.5,0.14973958333333334,0.03219201904967739,3.5,1.5,1.6933026419774353,4.801716017723083,15.0,,,,
simple_tag_v3_geometric_median_normalized_n6_b3_r200_s42,simple_tag_v3,Tag,geometric_median,GeoMedian,normalized,42,6,3,0.5,0.138671875,0.03696346038957059,3.0,2.5495097567963922,1.6294585269915867,4.732045233249664,0.0,,,,
simple_tag_v3_geometric_median_normalized_n6_b3_r200_s456,simple_tag_v3,Tag,geometric_median,GeoMedian,normalized,456,6,3,0.5,0.14990234375,0.033977187213820384,0.75,0.82915619758885,1.503024325499538,1.9058324575424195,0.0,,,,
simple_tag_v3_geometric_median_normalized_n6_b3_r200_s789,simple_tag_v3,Tag,geometric_median,GeoMedian,normalized,789,6,3,0.5,0.16389973958333334,0.04180472073543473,4.75,2.384848003542364,1.603657132038127,1.917197549343109,0.0,,,,
simple_tag_v3_geometric_median_sign_flip_n6_b1_r200_s1024,simple_tag_v3,Tag,geometric_median,GeoMedian,sign_flip,1024,6,1,0.16666666666666666,0.17594401041666669,0.042423682910978255,1.75,1.0897247358851685,0.8490997575235726,1.8841732621192933,40.0,,,,
simple_tag_v3_geometric_median_sign_flip_n6_b1_r200_s123,simple_tag_v3,Tag,geometric_median,GeoMedian,sign_flip,123,6,1,0.16666666666666666,0.17903645833333331,0.035180354390901815,4.75,1.479019945774904,0.8015544245573359,4.764010405540466,15.0,,,,
simple_tag_v3_geometric_median_sign_flip_n6_b1_r200_s42,simple_tag_v3,Tag,geometric_median,GeoMedian,sign_flip,42,6,1,0.16666666666666666,0.16227213541666669,0.045108719875639365,6.25,2.947456530637899,0.839954839378558,4.677919673919678,50.0,,,,
simple_tag_v3_geometric_median_sign_flip_n6_b1_r200_s456,simple_tag_v3,Tag,geometric_median,GeoMedian,sign_flip,456,6,1,0.16666666666666666,0.16764322916666669,0.03419518497869249,2.0,1.224744871391589,0.8259772766378266,1.9244983077049256,0.0,,,,
simple_tag_v3_geometric_median_sign_flip_n6_b1_r200_s789,simple_tag_v3,Tag,geometric_median,GeoMedian,sign_flip,789,6,1,0.16666666666666666,0.15869140625000003,0.03333808547160115,10.25,3.6314597615834874,0.8120218952572726,1.8951067686080934,25.0,,,,
simple_tag_v3_geometric_median_sign_flip_n6_b3_r200_s1024,simple_tag_v3,Tag,geometric_median,GeoMedian,sign_flip,1024,6,3,0.5,0.14388020833333334,0.028760276837384944,2.5,3.278719262151,1.0025251715313364,1.9252889513969422,30.0,,,,
simple_tag_v3_geometric_median_sign_flip_n6_b3_r200_s123,simple_tag_v3,Tag,geometric_median,GeoMedian,sign_flip,123,6,3,0.5,0.14827473958333334,0.034101706056995466,4.5,2.598076211353316,0.9007431024731613,4.751681458950043,15.0,,,,
simple_tag_v3_geometric_median_sign_flip_n6_b3_r200_s42,simple_tag_v3,Tag,geometric_median,GeoMedian,sign_flip,42,6,3,0.5,0.15234375,0.025290266405670617,3.0,2.23606797749979,1.2553256176303864,4.707056188583374,10.0,,,,
simple_tag_v3_geometric_median_sign_flip_n6_b3_r200_s456,simple_tag_v3,Tag,geometric_median,GeoMedian,sign_flip,456,6,3,0.5,0.16210937499999997,0.037464605511390775,6.0,0.7071067811865476,0.9416759995241513,1.9464909195899964,60.0,,,,
simple_tag_v3_geometric_median_sign_flip_n6_b3_r200_s789,simple_tag_v3,Tag,geometric_median,GeoMedian,sign_flip,789,6,3,0.5,0.15185546875,0.038160636658723476,3.5,1.118033988749895,0.8095838057820792,1.915812861919403,0.0,,,,
simple_tag_v3_krum_adaptive_strategic_n6_b3_r200_s1024,simple_tag_v3,Tag,krum,Krum,adaptive_strategic,1024,6,3,0.5,0.13444010416666669,0.03783750885763555,3.0,2.23606797749979,1.4083890096209548,1.9036016941070557,25.0,,,,
simple_tag_v3_krum_adaptive_strategic_n6_b3_r200_s123,simple_tag_v3,Tag,krum,Krum,adaptive_strategic,123,6,3,0.5,0.14225260416666666,0.024187315088880106,4.25,1.299038105676658,1.1492511398741434,2.7889002442359923,55.0,,,,
simple_tag_v3_krum_adaptive_strategic_n6_b3_r200_s16384,simple_tag_v3,Tag,krum,Krum,adaptive_strategic,16384,6,3,0.5,0.16617838541666669,0.03702182369020219,5.5,1.118033988749895,0.9303276975874164,1.9086586356163024,20.0,,,,
simple_tag_v3_krum_adaptive_strategic_n6_b3_r200_s2024,simple_tag_v3,Tag,krum,Krum,adaptive_strategic,2024,6,3,0.5,0.15055338541666666,0.04210275686484339,2.25,1.299038105676658,1.2336932157120506,1.931300985813141,5.0,,,,
simple_tag_v3_krum_adaptive_strategic_n6_b3_r200_s32768,simple_tag_v3,Tag,krum,Krum,adaptive_strategic,32768,6,3,0.5,0.15104166666666666,0.035694661879877077,1.25,1.299038105676658,0.7871424788386769,1.9403265595436097,0.0,,,,
simple_tag_v3_krum_adaptive_strategic_n6_b3_r200_s4096,simple_tag_v3,Tag,krum,Krum,adaptive_strategic,4096,6,3,0.5,0.15559895833333334,0.036110811150764054,3.25,1.0897247358851685,0.9217574806238868,1.9280081510543823,0.0,,,,
simple_tag_v3_krum_adaptive_strategic_n6_b3_r200_s42,simple_tag_v3,Tag,krum,Krum,adaptive_strategic,42,6,3,0.5,0.14925130208333331,0.03362923258850319,2.5,2.29128784747792,1.3092891490578897,2.896526873111725,0.0,,,,
simple_tag_v3_krum_adaptive_strategic_n6_b3_r200_s456,simple_tag_v3,Tag,krum,Krum,adaptive_strategic,456,6,3,0.5,0.14941406250000003,0.03522400155638952,1.25,1.299038105676658,0.9863772939199833,1.933242952823639,10.0,,,,
simple_tag_v3_krum_adaptive_strategic_n6_b3_r200_s789,simple_tag_v3,Tag,krum,Krum,adaptive_strategic,789,6,3,0.5,0.15315755208333331,0.03320432174620234,4.5,2.179449471770337,1.0444008555887225,1.8884425163269043,5.0,,,,
simple_tag_v3_krum_adaptive_strategic_n6_b3_r200_s8192,simple_tag_v3,Tag,krum,Krum,adaptive_strategic,8192,6,3,0.5,0.15087890624999997,0.03151463672133012,1.5,1.118033988749895,1.3365953174376974,1.8988253235816956,0.0,,,,
simple_tag_v3_krum_none_n6_b0_r200_s1024,simple_tag_v3,Tag,krum,Krum,none,1024,6,0,0.0,0.16959635416666666,0.038238653933901086,4.5,1.6583123951777,0.9339630478590811,1.9138408541679381,10.0,,,,
simple_tag_v3_krum_none_n6_b0_r200_s123,simple_tag_v3,Tag,krum,Krum,none,123,6,0,0.0,0.16341145833333331,0.03551908158712067,3.5,1.5,0.8628582138857507,3.9513988137245177,0.0,,,,
simple_tag_v3_krum_none_n6_b0_r200_s16384,simple_tag_v3,Tag,krum,Krum,none,16384,6,0,0.0,0.19368489583333334,0.037434895833333336,5.75,2.947456530637899,0.7750319953170506,1.9107404828071595,40.0,,,,
simple_tag_v3_krum_none_n6_b0_r200_s2024,simple_tag_v3,Tag,krum,Krum,none,2024,6,0,0.0,0.20426432291666666,0.03222286318729769,3.75,2.5860201081971503,0.8212130206085885,1.9067510724067689,0.0,,,,
simple_tag_v3_krum_none_n6_b0_r200_s32768,simple_tag_v3,Tag,krum,Krum,none,32768,6,0,0.0,0.17985026041666669,0.029832257270941902,4.25,3.2691742076555053,0.868279751886892,1.9321166157722474,15.0,,,,
simple_tag_v3_krum_none_n6_b0_r200_s4096,simple_tag_v3,Tag,krum,Krum,none,4096,6,0,0.0,0.18701171875,0.05254389265217091,8.0,3.082207001484488,0.8289522572716399,1.891533076763153,135.0,,,,
simple_tag_v3_krum_none_n6_b0_r200_s42,simple_tag_v3,Tag,krum,Krum,none,42,6,0,0.0,0.18457031250000003,0.040147422813170665,6.0,1.5811388300841898,0.9058928243931554,4.7254820466041565,0.0,,,,
simple_tag_v3_krum_none_n6_b0_r200_s456,simple_tag_v3,Tag,krum,Krum,none,456,6,0,0.0,0.17301432291666666,0.03254028106357574,9.25,3.031088913245535,0.8675894788976446,1.8956870317459107,20.0,,,,
simple_tag_v3_krum_none_n6_b0_r200_s789,simple_tag_v3,Tag,krum,Krum,none,789,6,0,0.0,0.15950520833333331,0.03755500432900933,3.75,0.82915619758885,0.8799227483331075,1.9076669096946717,0.0,,,,
simple_tag_v3_krum_none_n6_b0_r200_s8192,simple_tag_v3,Tag,krum,Krum,none,8192,6,0,0.0,0.17415364583333334,0.03628498829688794,7.25,6.179603547154137,0.9235306075490272,1.9308545231819152,25.0,,,,
simple_tag_v3_krum_normalized_n6_b3_r200_s1024,simple_tag_v3,Tag,krum,Krum,normalized,1024,6,3,0.5,0.15022786458333334,0.02976825283106217,2.5,1.118033988749895,1.573012929348765,1.8992915034294129,0.0,,,,
simple_tag_v3_krum_normalized_n6_b3_r200_s123,simple_tag_v3,Tag,krum,Krum,normalized,123,6,3,0.5,0.13004557291666669,0.02982515244936612,4.0,1.5811388300841898,1.6312312996359348,2.849303114414215,0.0,,,,
simple_tag_v3_krum_normalized_n6_b3_r200_s16384,simple_tag_v3,Tag,krum,Krum,normalized,16384,6,3,0.5,0.14827473958333331,0.03471760189257507,2.0,1.224744871391589,1.648793941862441,1.914106559753418,0.0,,,,
simple_tag_v3_krum_normalized_n6_b3_r200_s2024,simple_tag_v3,Tag,krum,Krum,normalized,2024,6,3,0.5,0.14436848958333334,0.035184495670039284,4.25,3.031088913245535,1.6669222380413984,1.943328583240509,0.0,,,,
simple_tag_v3_krum_normalized_n6_b3_r200_s32768,simple_tag_v3,Tag,krum,Krum,normalized,32768,6,3,0.5,0.14095052083333331,0.038074806956180804,1.5,1.6583123951777,1.5785535695380981,1.888465118408203,5.0,,,,
simple_tag_v3_krum_normalized_n6_b3_r200_s4096,simple_tag_v3,Tag,krum,Krum,normalized,4096,6,3,0.5,0.15413411458333331,0.04718676838086596,3.0,2.23606797749979,1.6158406086669292,1.8943300127983094,10.0,,,,
simple_tag_v3_krum_normalized_n6_b3_r200_s42,simple_tag_v3,Tag,krum,Krum,normalized,42,6,3,0.5,0.14013671875,0.031366343620817756,4.75,1.6393596310755,1.5749138150839852,2.9126635432243346,5.0,,,,
simple_tag_v3_krum_normalized_n6_b3_r200_s456,simple_tag_v3,Tag,krum,Krum,normalized,456,6,3,0.5,0.14501953125,0.03441103193141012,1.25,1.299038105676658,1.5201968183938939,1.8904148936271667,0.0,,,,
simple_tag_v3_krum_normalized_n6_b3_r200_s789,simple_tag_v3,Tag,krum,Krum,normalized,789,6,3,0.5,0.14485677083333331,0.038385242201237395,6.75,2.7726341266023544,1.655930436521783,1.9187201380729675,5.0,,,,
simple_tag_v3_krum_normalized_n6_b3_r200_s8192,simple_tag_v3,Tag,krum,Krum,normalized,8192,6,3,0.5,0.14453125000000003,0.033187164260242014,3.75,0.4330127018922193,1.672702517221427,1.8743962168693542,25.0,,,,
simple_tag_v3_krum_sign_flip_n6_b1_r200_s1024,simple_tag_v3,Tag,krum,Krum,sign_flip,1024,6,1,0.16666666666666666,0.19563802083333331,0.045478650646861636,6.25,1.479019945774904,0.8778790245779646,1.8946584701538085,40.0,,,,
simple_tag_v3_krum_sign_flip_n6_b1_r200_s123,simple_tag_v3,Tag,krum,Krum,sign_flip,123,6,1,0.16666666666666666,0.17805989583333331,0.04255616908105649,3.75,2.48746859276655,0.8634163747929504,2.922511672973633,5.0,,,,
simple_tag_v3_krum_sign_flip_n6_b1_r200_s16384,simple_tag_v3,Tag,krum,Krum,sign_flip,16384,6,1,0.16666666666666666,0.17708333333333331,0.03898647114994758,3.25,5.0682837331783235,0.8435821340160151,1.9308781027793884,0.0,,,,
simple_tag_v3_krum_sign_flip_n6_b1_r200_s2024,simple_tag_v3,Tag,krum,Krum,sign_flip,2024,6,1,0.16666666666666666,0.14095052083333331,0.03187944368790429,2.5,2.8722813232690143,1.0195977443955249,1.9299548745155335,15.0,,,,
simple_tag_v3_krum_sign_flip_n6_b1_r200_s32768,simple_tag_v3,Tag,krum,Krum,sign_flip,32768,6,1,0.16666666666666666,0.16975911458333334,0.03769968344603017,4.25,4.710360920354193,0.875159115364719,1.8945575833320618,25.0,,,,
simple_tag_v3_krum_sign_flip_n6_b1_r200_s4096,simple_tag_v3,Tag,krum,Krum,sign_flip,4096,6,1,0.16666666666666666,0.15999348958333331,0.042570795172952126,8.25,4.437059837324712,0.8243444017010482,1.899269425868988,10.0,,,,
simple_tag_v3_krum_sign_flip_n6_b1_r200_s42,simple_tag_v3,Tag,krum,Krum,sign_flip,42,6,1,0.16666666666666666,0.16601562500000003,0.03980149498905431,11.0,2.5495097567963922,0.8555001926827241,4.6890080094337465,130.0,,,,
simple_tag_v3_krum_sign_flip_n6_b1_r200_s456,simple_tag_v3,Tag,krum,Krum,sign_flip,456,6,1,0.16666666666666666,0.17919921875,0.039993715322359284,7.0,3.7416573867739413,0.8599727301799485,1.9204402804374694,175.0,,,,
simple_tag_v3_krum_sign_flip_n6_b1_r200_s789,simple_tag_v3,Tag,krum,Krum,sign_flip,789,6,1,0.16666666666666666,0.1533203125,0.03277753955589265,6.75,2.165063509461097,0.9270868205352272,1.8981019020080567,5.0,,,,
simple_tag_v3_krum_sign_flip_n6_b1_r200_s8192,simple_tag_v3,Tag,krum,Krum,sign_flip,8192,6,1,0.16666666666666666,0.17708333333333334,0.029983278488722544,6.0,3.9370039370059056,0.8959447082835194,1.8956898331642151,10.0,,,,
simple_tag_v3_krum_sign_flip_n6_b3_r200_s1024,simple_tag_v3,Tag,krum,Krum,sign_flip,1024,6,3,0.5,0.14436848958333334,0.03668830637611555,7.0,4.123105625617661,0.6784078368534756,1.9170922636985779,35.0,,,,
simple_tag_v3_krum_sign_flip_n6_b3_r200_s123,simple_tag_v3,Tag,krum,Krum,sign_flip,123,6,3,0.5,0.1259765625,0.027392147768764884,4.5,4.716990566028302,0.8326963914017197,2.8973132967948914,105.0,,,,
simple_tag_v3_krum_sign_flip_n6_b3_r200_s16384,simple_tag_v3,Tag,krum,Krum,sign_flip,16384,6,3,0.5,0.15478515625,0.028461673508903315,1.25,1.299038105676658,1.4506373106941695,1.8923821449279785,5.0,,,,
simple_tag_v3_krum_sign_flip_n6_b3_r200_s2024,simple_tag_v3,Tag,krum,Krum,sign_flip,2024,6,3,0.5,0.15804036458333331,0.028978211237910053,4.5,2.8722813232690143,0.9056412869590723,1.9044723153114318,10.0,,,,
simple_tag_v3_krum_sign_flip_n6_b3_r200_s32768,simple_tag_v3,Tag,krum,Krum,sign_flip,32768,6,3,0.5,0.14241536458333331,0.034494074338688445,6.0,1.224744871391589,1.010052907291689,1.934458839893341,55.0,,,,
simple_tag_v3_krum_sign_flip_n6_b3_r200_s4096,simple_tag_v3,Tag,krum,Krum,sign_flip,4096,6,3,0.5,0.14095052083333334,0.03697349254076347,3.5,1.118033988749895,1.3431670962932736,1.9279828906059264,0.0,,,,
simple_tag_v3_krum_sign_flip_n6_b3_r200_s42,simple_tag_v3,Tag,krum,Krum,sign_flip,42,6,3,0.5,0.14111328125,0.03587049051106865,0.75,1.299038105676658,0.9214000629576905,3.8807213425636293,0.0,,,,
simple_tag_v3_krum_sign_flip_n6_b3_r200_s456,simple_tag_v3,Tag,krum,Krum,sign_flip,456,6,3,0.5,0.14941406249999997,0.033623324050324685,6.75,0.82915619758885,0.4325647941911114,1.8899326086044312,20.0,,,,
simple_tag_v3_krum_sign_flip_n6_b3_r200_s789,simple_tag_v3,Tag,krum,Krum,sign_flip,789,6,3,0.5,0.14843750000000003,0.040138183963016535,2.25,2.277608394786075,1.142786619865596,1.8938479781150819,10.0,,,,
simple_tag_v3_krum_sign_flip_n6_b3_r200_s8192,simple_tag_v3,Tag,krum,Krum,sign_flip,8192,6,3,0.5,0.14257812500000003,0.026377232525889187,3.25,1.479019945774904,0.8777760673420255,1.8900709390640258,0.0,,,,
simple_tag_v3_multi_krum_adaptive_strategic_n6_b3_r200_s1024,simple_tag_v3,Tag,multi_krum,Multi-Krum,adaptive_strategic,1024,6,3,0.5,0.14274088541666669,0.03687556264559424,2.5,0.8660254037844386,1.3494131197641024,1.9406923294067382,10.0,,,,
simple_tag_v3_multi_krum_adaptive_strategic_n6_b3_r200_s123,simple_tag_v3,Tag,multi_krum,Multi-Krum,adaptive_strategic,123,6,3,0.5,0.14501953125,0.023348604382111136,3.25,2.48746859276655,1.3570194268735742,6.405395579338074,0.0,,,,
simple_tag_v3_multi_krum_adaptive_strategic_n6_b3_r200_s42,simple_tag_v3,Tag,multi_krum,Multi-Krum,adaptive_strategic,42,6,3,0.5,0.1376953125,0.035000680583815724,5.75,2.48746859276655,1.3250385741168174,5.395832896232605,5.0,,,,
simple_tag_v3_multi_krum_adaptive_strategic_n6_b3_r200_s456,simple_tag_v3,Tag,multi_krum,Multi-Krum,adaptive_strategic,456,6,3,0.5,0.14860026041666669,0.04610775951987004,6.75,1.920286436967152,1.238083378918315,1.9082329869270325,20.0,,,,
simple_tag_v3_multi_krum_adaptive_strategic_n6_b3_r200_s789,simple_tag_v3,Tag,multi_krum,Multi-Krum,adaptive_strategic,789,6,3,0.5,0.14046223958333331,0.026570856113911603,7.75,2.384848003542364,1.3748578541225374,1.9491447329521179,10.0,,,,
simple_tag_v3_multi_krum_none_n6_b0_r200_s1024,simple_tag_v3,Tag,multi_krum,Multi-Krum,none,1024,6,0,0.0,0.17154947916666666,0.0349400785461758,4.75,4.968651728587948,0.7436146324004127,1.9397507309913635,10.0,,,,
simple_tag_v3_multi_krum_none_n6_b0_r200_s123,simple_tag_v3,Tag,multi_krum,Multi-Krum,none,123,6,0,0.0,0.17513020833333334,0.03382285210380349,3.0,2.1213203435596424,0.786309000811188,2.832243275642395,5.0,,,,
simple_tag_v3_multi_krum_none_n6_b0_r200_s42,simple_tag_v3,Tag,multi_krum,Multi-Krum,none,42,6,0,0.0,0.16487630208333331,0.03651460210923348,7.5,5.315072906367325,0.7901900129176573,2.8718934297561645,25.0,,,,
simple_tag_v3_multi_krum_none_n6_b0_r200_s456,simple_tag_v3,Tag,multi_krum,Multi-Krum,none,456,6,0,0.0,0.1953125,0.03873561140792582,9.25,4.763139720814412,0.834630712484695,1.8853501677513123,35.0,,,,
simple_tag_v3_multi_krum_none_n6_b0_r200_s789,simple_tag_v3,Tag,multi_krum,Multi-Krum,none,789,6,0,0.0,0.17757161458333334,0.04107854951213783,6.5,3.278719262151,0.7691374965871487,1.8867677807807923,0.0,,,,
simple_tag_v3_multi_krum_normalized_n6_b3_r200_s1024,simple_tag_v3,Tag,multi_krum,Multi-Krum,normalized,1024,6,3,0.5,0.13655598958333331,0.025013792683681545,2.25,1.7853571071357126,1.5415454294206021,1.9144336581230164,35.0,,,,
simple_tag_v3_multi_krum_normalized_n6_b3_r200_s123,simple_tag_v3,Tag,multi_krum,Multi-Krum,normalized,123,6,3,0.5,0.14420572916666669,0.038995982862549225,2.5,2.8722813232690143,1.6835804779673051,6.395715379714966,10.0,,,,
